image_id,filename,monument_category,source_title,source_url,image_url,width,height,timestamp,license,downloaded_at
taj_mahal_011,taj_mahal_011_8338c857.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_012,taj_mahal_012_1de2468f.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_013,taj_mahal_013_0af2329f.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_014,taj_mahal_014_c03b31e3.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_015,taj_mahal_015_de45c6bc.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_016,taj_mahal_016_c6e99470.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_017,taj_mahal_017_d9eb8c23.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_018,taj_mahal_018_33d81fb8.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_019,taj_mahal_019_690d3a22.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_020,taj_mahal_020_62c929ee.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_021,taj_mahal_021_541706c1.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_022,taj_mahal_022_360aaa99.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_023,taj_mahal_023_e81a67af.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_024,taj_mahal_024_53c65b94.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_025,taj_mahal_025_09c4b719.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_026,taj_mahal_026_c5352842.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_027,taj_mahal_027_7354042f.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_028,taj_mahal_028_71628e69.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_029,taj_mahal_029_ac53202a.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_030,taj_mahal_030_8356dd81.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_031,taj_mahal_031_28f37b88.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_032,taj_mahal_032_a689ec6c.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_033,taj_mahal_033_2de23434.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_034,taj_mahal_034_0597d01d.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
taj_mahal_035,taj_mahal_035_4d3cbda4.jpg,Taj Mahal,File:20191204 Great Gate; Taj Mahal 0620 6532 DxO.jpg,https://commons.wikimedia.org/wiki/File:20191204_Great_Gate;_Taj_Mahal_0620_6532_DxO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg/1280px-20191204_Great_Gate%2C_Taj_Mahal_0620_6532_DxO.jpg,5218,3470,2020-02-14T20:26:50Z,CC BY-SA 4.0,2026-02-28T00:43:53.686637
qutub_minar_001,qutub_minar_001_c1ec62ad.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_002,qutub_minar_002_4115d964.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_003,qutub_minar_003_bf195382.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_004,qutub_minar_004_fb43bf8d.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_005,qutub_minar_005_988a6b8e.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_006,qutub_minar_006_ce3d4fff.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_007,qutub_minar_007_e533504f.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_008,qutub_minar_008_36c0c237.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_009,qutub_minar_009_df4ed945.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_010,qutub_minar_010_791101a4.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_011,qutub_minar_011_45992228.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_012,qutub_minar_012_2741aeea.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_013,qutub_minar_013_b5c1ccc4.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_014,qutub_minar_014_63540c41.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_015,qutub_minar_015_951c3288.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_016,qutub_minar_016_4c624c10.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
qutub_minar_017,qutub_minar_017_47c4f838.jpg,Qutub Minar,File:A Potrait view of Qutub Minar.jpg,https://commons.wikimedia.org/wiki/File:A_Potrait_view_of_Qutub_Minar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_Potrait_view_of_Qutub_Minar.jpg/1280px-A_Potrait_view_of_Qutub_Minar.jpg,3264,2448,2017-04-21T18:45:18Z,CC BY-SA 4.0,2026-02-28T00:44:30.419406
